2020-08-14 21:28:20 INFO  BaseCase:161 - CaseInfo{id=1, name='register', method='post', url='http://api.lemonban.com/futureloan/member/register', params='{"mobile_phone":"19000000000","pwd":""}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:21 INFO  HttpUtils:175 - 200
2020-08-14 21:28:21 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:23 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:21 INFO  HttpUtils:182 - {"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:21 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:21 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:22 INFO  BaseCase:161 - CaseInfo{id=2, name='register', method='post', url='http://api.lemonban.com/futureloan/member/register', params='{"mobile_phone":"","pwd":"123456"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:22 INFO  HttpUtils:175 - 200
2020-08-14 21:28:22 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:23 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:22 INFO  HttpUtils:182 - {"code":1,"msg":"手机号为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:22 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:22 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:22 INFO  BaseCase:161 - CaseInfo{id=3, name='register', method='post', url='http://api.lemonban.com/futureloan/member/register', params='{"mobile_phone":"123","pwd":"123456123"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:22 INFO  HttpUtils:175 - 200
2020-08-14 21:28:22 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:23 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:22 INFO  HttpUtils:182 - {"code":2,"msg":"无效的手机格式","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:22 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:22 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:22 INFO  BaseCase:161 - CaseInfo{id=4, name='register', method='post', url='http://api.lemonban.com/futureloan/member/register', params='{"mobile_phone":"19000000000","pwd":"12345"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:22 INFO  HttpUtils:175 - 200
2020-08-14 21:28:22 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:23 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:22 INFO  HttpUtils:182 - {"code":2,"msg":"密码格式为8到16位","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:22 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:22 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:22 INFO  BaseCase:161 - CaseInfo{id=5, name='register', method='post', url='http://api.lemonban.com/futureloan/member/register', params='{"mobile_phone":"13582563892","pwd":"12345678"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='select count(*) from member a where a.mobile_phone = '13582563892';'}
2020-08-14 21:28:23 INFO  HttpUtils:175 - 200
2020-08-14 21:28:23 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:24 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:23 INFO  HttpUtils:182 - {"code":0,"msg":"OK","data":{"id":2077222,"reg_name":"小柠檬","mobile_phone":"13582563892"},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:23 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:23 INFO  BaseCase:114 - 接口响应断言结果：true
2020-08-14 21:28:23 INFO  BaseCase:161 - CaseInfo{id=6, name='register', method='post', url='http://api.lemonban.com/futureloan/member/register', params='{"mobile_phone":"13582563892","pwd":"12345678"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='select count(*) from member a where a.mobile_phone = '13582563892';'}
2020-08-14 21:28:24 INFO  HttpUtils:175 - 200
2020-08-14 21:28:24 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:25 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:24 INFO  HttpUtils:182 - {"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:24 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:24 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:24 INFO  BaseCase:161 - CaseInfo{id=1, name='login', method='post', url='http://api.lemonban.com/futureloan/member/login', params='{"mobile_phone":"19000000000","pwd":""}', contentType='json', expectedResult='{"$.code":1,"$.msg":"密码为空"}', sql='null'}
2020-08-14 21:28:24 INFO  HttpUtils:175 - 200
2020-08-14 21:28:24 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:25 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:24 INFO  HttpUtils:182 - {"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:24 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:24 INFO  BaseCase:114 - 接口响应断言结果：true
2020-08-14 21:28:24 INFO  BaseCase:161 - CaseInfo{id=2, name='login', method='post', url='http://api.lemonban.com/futureloan/member/login', params='{"mobile_phone":"","pwd":"123456"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:24 INFO  HttpUtils:175 - 200
2020-08-14 21:28:24 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:25 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:24 INFO  HttpUtils:182 - {"code":1,"msg":"手机号码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:24 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:24 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:24 INFO  BaseCase:161 - CaseInfo{id=3, name='login', method='post', url='http://api.lemonban.com/futureloan/member/login', params='{"mobile_phone":"123","pwd":"123456123"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:24 INFO  HttpUtils:175 - 200
2020-08-14 21:28:24 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:26 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:24 INFO  HttpUtils:182 - {"code":2,"msg":"无效的手机格式","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:24 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:24 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:24 INFO  BaseCase:161 - CaseInfo{id=4, name='login', method='post', url='http://api.lemonban.com/futureloan/member/login', params='{"mobile_phone":"19000000000","pwd":"12345"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:25 INFO  HttpUtils:175 - 200
2020-08-14 21:28:25 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:26 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:25 INFO  HttpUtils:182 - {"code":2,"msg":"无效的手机格式","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:25 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:25 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:25 INFO  BaseCase:161 - CaseInfo{id=5, name='login', method='post', url='http://api.lemonban.com/futureloan/member/login', params='{"mobile_phone":"13212332111","pwd":"12346567118"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK"}', sql='null'}
2020-08-14 21:28:25 INFO  HttpUtils:175 - 200
2020-08-14 21:28:25 INFO  HttpUtils:178 - [Server: nginx/1.4.2, Date: Fri, 14 Aug 2020 13:28:26 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
2020-08-14 21:28:25 INFO  HttpUtils:182 - {"code":1001,"msg":"账号信息错误","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
2020-08-14 21:28:25 INFO  HttpUtils:183 - ======================================================
2020-08-14 21:28:25 INFO  BaseCase:114 - 接口响应断言结果：false
2020-08-14 21:28:25 INFO  BaseCase:161 - CaseInfo{id=6, name='login', method='post', url='http://api.lemonban.com/futureloan/member/login', params='{"mobile_phone":"13582563892","pwd":"12345678"}', contentType='json', expectedResult='{"$.code":0,"$.msg":"OK","$.data.mobile_phone":"13582563892","$.data.type":1}', sql='null'}
2020-08-14 21:28:25 INFO  HttpUtils:175 - 200
